# Generated Laser Tracks with the following resolutions: 0.1 deg (horizontal) / 1 deg (vertical)
# angles measured from beam direction: horizontal (phi): counter-clockwise from beam direction
#                                      vertical (thetha): counter-clockwise (towards top) from beam direction
#  X[cm], Y[cm], Z[cm], thetha[deg], phi[deg] 
127.0 0.0 25.0 326.3877 344.2295
127.0 0.0 25.0 326.3877 344.3276
127.0 0.0 25.0 326.3877 344.4256
127.0 0.0 25.0 326.3877 344.5237
127.0 0.0 25.0 326.3877 344.6218
127.0 0.0 25.0 326.3877 344.7198
127.0 0.0 25.0 326.3877 344.8179
127.0 0.0 25.0 326.3877 344.9160
127.0 0.0 25.0 326.3877 345.0140
127.0 0.0 25.0 326.3877 345.1121
127.0 0.0 25.0 326.3877 345.2102
127.0 0.0 25.0 326.3877 345.3082
127.0 0.0 25.0 326.3877 345.4063
127.0 0.0 25.0 326.3877 345.5044
127.0 0.0 25.0 326.3877 345.6025
127.0 0.0 25.0 326.3877 345.7005
127.0 0.0 25.0 326.3877 345.7986
127.0 0.0 25.0 326.3877 345.8967
127.0 0.0 25.0 326.3877 345.9947
127.0 0.0 25.0 326.3877 346.0928
127.0 0.0 25.0 326.3877 346.1909
127.0 0.0 25.0 326.3877 346.2889
127.0 0.0 25.0 326.3877 346.3870
127.0 0.0 25.0 326.3877 346.4851
127.0 0.0 25.0 326.3877 346.5831
127.0 0.0 25.0 326.3877 346.6812
127.0 0.0 25.0 326.3877 346.7793
127.0 0.0 25.0 326.3877 346.8773
127.0 0.0 25.0 326.3877 352.7158
127.0 0.0 25.0 326.3877 352.8150
127.0 0.0 25.0 326.3877 352.9142
127.0 0.0 25.0 326.3877 353.0134
127.0 0.0 25.0 326.3877 353.1126
127.0 0.0 25.0 326.3877 353.2117
127.0 0.0 25.0 326.3877 353.3109
127.0 0.0 25.0 326.3877 353.4101
127.0 0.0 25.0 326.3877 353.5093
127.0 0.0 25.0 326.3877 353.6085
127.0 0.0 25.0 326.3877 353.7076
127.0 0.0 25.0 326.3877 353.8068
127.0 0.0 25.0 326.3877 353.9060
127.0 0.0 25.0 326.3877 354.0052
127.0 0.0 25.0 326.3877 354.1044
127.0 0.0 25.0 326.3877 354.2036
127.0 0.0 25.0 326.3877 354.3027
127.0 0.0 25.0 326.3877 354.4019
127.0 0.0 25.0 326.3877 354.5011
127.0 0.0 25.0 326.3877 354.6003
127.0 0.0 25.0 326.3877 354.6995
127.0 0.0 25.0 326.3877 354.7986
127.0 0.0 25.0 326.3877 354.8978
127.0 0.0 25.0 326.3877 354.9970
127.0 0.0 25.0 326.3877 355.0962
127.0 0.0 25.0 326.3877 355.1954
127.0 0.0 25.0 326.3877 355.2946
127.0 0.0 25.0 326.3877 355.3937
127.0 0.0 25.0 326.3877 355.4929
127.0 0.0 25.0 326.3877 355.5921
127.0 0.0 25.0 326.3877 355.6913
127.0 0.0 25.0 326.3877 355.7905
127.0 0.0 25.0 326.3877 355.8896
127.0 0.0 25.0 326.3877 361.8171
127.0 0.0 25.0 326.3877 361.9146
127.0 0.0 25.0 326.3877 362.0121
127.0 0.0 25.0 326.3877 362.1096
127.0 0.0 25.0 326.3877 362.2070
127.0 0.0 25.0 326.3877 362.3045
127.0 0.0 25.0 326.3877 362.4020
127.0 0.0 25.0 326.3877 362.4995
127.0 0.0 25.0 326.3877 362.5969
127.0 0.0 25.0 326.3877 362.6944
127.0 0.0 25.0 326.3877 362.7919
127.0 0.0 25.0 326.3877 362.8894
127.0 0.0 25.0 326.3877 362.9868
127.0 0.0 25.0 326.3877 363.0843
127.0 0.0 25.0 326.3877 363.1818
127.0 0.0 25.0 326.3877 363.2793
127.0 0.0 25.0 326.3877 363.3768
127.0 0.0 25.0 326.3877 363.4742
127.0 0.0 25.0 326.3877 363.5717
127.0 0.0 25.0 326.3877 363.6692
127.0 0.0 25.0 326.3877 363.7667
127.0 0.0 25.0 326.3877 363.8641
127.0 0.0 25.0 326.3877 363.9616
127.0 0.0 25.0 326.3877 364.0591
127.0 0.0 25.0 326.3877 364.1566
127.0 0.0 25.0 326.3877 364.2540
127.0 0.0 25.0 326.3877 364.3515
127.0 0.0 25.0 326.3877 364.4490
127.0 0.0 25.0 326.3877 364.5465
127.0 0.0 25.0 326.3877 364.6439
127.0 0.0 25.0 326.3877 364.7414
127.0 0.0 25.0 326.3877 364.8389
127.0 0.0 25.0 326.3877 364.9364
127.0 0.0 25.0 326.3877 365.0339
127.0 0.0 25.0 328.4249 313.2429
127.0 0.0 25.0 328.4249 313.3394
127.0 0.0 25.0 328.4249 313.4358
127.0 0.0 25.0 328.4249 317.7149
127.0 0.0 25.0 328.4249 317.8046
127.0 0.0 25.0 328.4249 317.8943
127.0 0.0 25.0 328.4249 317.9840
127.0 0.0 25.0 328.4249 318.0737
127.0 0.0 25.0 328.4249 318.1634
127.0 0.0 25.0 328.4249 318.2531
127.0 0.0 25.0 328.4249 318.3428
127.0 0.0 25.0 328.4249 322.9583
127.0 0.0 25.0 328.4249 323.0525
127.0 0.0 25.0 328.4249 323.1468
127.0 0.0 25.0 328.4249 323.2410
127.0 0.0 25.0 328.4249 323.3353
127.0 0.0 25.0 328.4249 323.4295
127.0 0.0 25.0 328.4249 323.5238
127.0 0.0 25.0 328.4249 323.6180
127.0 0.0 25.0 328.4249 323.7123
127.0 0.0 25.0 328.4249 323.8065
127.0 0.0 25.0 328.4249 323.9008
127.0 0.0 25.0 328.4249 323.9950
127.0 0.0 25.0 328.4249 324.0893
127.0 0.0 25.0 328.4249 329.0621
127.0 0.0 25.0 328.4249 329.1574
127.0 0.0 25.0 328.4249 329.2526
127.0 0.0 25.0 328.4249 329.3478
127.0 0.0 25.0 328.4249 329.4431
127.0 0.0 25.0 328.4249 329.5383
127.0 0.0 25.0 328.4249 329.6336
127.0 0.0 25.0 328.4249 329.7288
127.0 0.0 25.0 328.4249 329.8241
127.0 0.0 25.0 328.4249 329.9193
127.0 0.0 25.0 328.4249 330.0146
127.0 0.0 25.0 328.4249 330.1098
127.0 0.0 25.0 328.4249 330.2050
127.0 0.0 25.0 328.4249 330.3003
127.0 0.0 25.0 328.4249 330.3955
127.0 0.0 25.0 328.4249 330.4908
127.0 0.0 25.0 328.4249 330.5860
127.0 0.0 25.0 328.4249 330.6813
127.0 0.0 25.0 328.4249 330.7765
127.0 0.0 25.0 328.4249 336.0947
127.0 0.0 25.0 328.4249 336.1913
127.0 0.0 25.0 328.4249 336.2878
127.0 0.0 25.0 328.4249 336.3844
127.0 0.0 25.0 328.4249 336.4809
127.0 0.0 25.0 328.4249 336.5775
127.0 0.0 25.0 328.4249 336.6741
127.0 0.0 25.0 328.4249 336.7706
127.0 0.0 25.0 328.4249 336.8672
127.0 0.0 25.0 328.4249 336.9637
127.0 0.0 25.0 328.4249 337.0603
127.0 0.0 25.0 328.4249 337.1568
127.0 0.0 25.0 328.4249 337.2534
127.0 0.0 25.0 328.4249 337.3500
127.0 0.0 25.0 328.4249 337.4465
127.0 0.0 25.0 328.4249 337.5431
127.0 0.0 25.0 328.4249 337.6396
127.0 0.0 25.0 328.4249 337.7362
127.0 0.0 25.0 328.4249 337.8327
127.0 0.0 25.0 328.4249 337.9293
127.0 0.0 25.0 328.4249 338.0259
127.0 0.0 25.0 328.4249 338.1224
127.0 0.0 25.0 328.4249 338.2190
127.0 0.0 25.0 328.4249 338.3155
127.0 0.0 25.0 328.4249 338.4121
127.0 0.0 25.0 328.4249 344.0334
127.0 0.0 25.0 328.4249 344.1314
127.0 0.0 25.0 328.4249 344.2295
127.0 0.0 25.0 328.4249 344.3276
127.0 0.0 25.0 328.4249 344.4256
127.0 0.0 25.0 328.4249 344.5237
127.0 0.0 25.0 328.4249 344.6218
127.0 0.0 25.0 328.4249 344.7198
127.0 0.0 25.0 328.4249 344.8179
127.0 0.0 25.0 328.4249 344.9160
127.0 0.0 25.0 328.4249 345.0140
127.0 0.0 25.0 328.4249 345.1121
127.0 0.0 25.0 328.4249 345.2102
127.0 0.0 25.0 328.4249 345.3082
127.0 0.0 25.0 328.4249 345.4063
127.0 0.0 25.0 328.4249 345.5044
127.0 0.0 25.0 328.4249 345.6025
127.0 0.0 25.0 328.4249 345.7005
127.0 0.0 25.0 328.4249 345.7986
127.0 0.0 25.0 328.4249 345.8967
127.0 0.0 25.0 328.4249 345.9947
127.0 0.0 25.0 328.4249 346.0928
127.0 0.0 25.0 328.4249 346.1909
127.0 0.0 25.0 328.4249 346.2889
127.0 0.0 25.0 328.4249 346.3870
127.0 0.0 25.0 328.4249 346.4851
127.0 0.0 25.0 328.4249 346.5831
127.0 0.0 25.0 328.4249 346.6812
127.0 0.0 25.0 328.4249 346.7793
127.0 0.0 25.0 328.4249 346.8773
127.0 0.0 25.0 328.4249 352.7158
127.0 0.0 25.0 328.4249 352.8150
127.0 0.0 25.0 328.4249 352.9142
127.0 0.0 25.0 328.4249 353.0134
127.0 0.0 25.0 328.4249 353.1126
127.0 0.0 25.0 328.4249 353.2117
127.0 0.0 25.0 328.4249 353.3109
127.0 0.0 25.0 328.4249 353.4101
127.0 0.0 25.0 328.4249 353.5093
127.0 0.0 25.0 328.4249 353.6085
127.0 0.0 25.0 328.4249 353.7076
127.0 0.0 25.0 328.4249 353.8068
127.0 0.0 25.0 328.4249 353.9060
127.0 0.0 25.0 328.4249 354.0052
127.0 0.0 25.0 328.4249 354.1044
127.0 0.0 25.0 328.4249 354.2036
127.0 0.0 25.0 328.4249 354.3027
127.0 0.0 25.0 328.4249 354.4019
127.0 0.0 25.0 328.4249 354.5011
127.0 0.0 25.0 328.4249 354.6003
127.0 0.0 25.0 328.4249 354.6995
127.0 0.0 25.0 328.4249 354.7986
127.0 0.0 25.0 328.4249 354.8978
127.0 0.0 25.0 328.4249 354.9970
127.0 0.0 25.0 328.4249 355.0962
127.0 0.0 25.0 328.4249 355.1954
127.0 0.0 25.0 328.4249 355.2946
127.0 0.0 25.0 328.4249 355.3937
127.0 0.0 25.0 328.4249 355.4929
127.0 0.0 25.0 328.4249 355.5921
127.0 0.0 25.0 328.4249 355.6913
127.0 0.0 25.0 328.4249 355.7905
127.0 0.0 25.0 328.4249 355.8896
127.0 0.0 25.0 328.4249 361.8171
127.0 0.0 25.0 328.4249 361.9146
127.0 0.0 25.0 328.4249 362.0121
127.0 0.0 25.0 328.4249 362.1096
127.0 0.0 25.0 328.4249 362.2070
127.0 0.0 25.0 328.4249 362.3045
127.0 0.0 25.0 328.4249 362.4020
127.0 0.0 25.0 328.4249 362.4995
127.0 0.0 25.0 328.4249 362.5969
127.0 0.0 25.0 328.4249 362.6944
127.0 0.0 25.0 328.4249 362.7919
127.0 0.0 25.0 328.4249 362.8894
127.0 0.0 25.0 328.4249 362.9868
127.0 0.0 25.0 328.4249 363.0843
127.0 0.0 25.0 328.4249 363.1818
127.0 0.0 25.0 328.4249 363.2793
127.0 0.0 25.0 328.4249 363.3768
127.0 0.0 25.0 328.4249 363.4742
127.0 0.0 25.0 328.4249 363.5717
127.0 0.0 25.0 328.4249 363.6692
127.0 0.0 25.0 328.4249 363.7667
127.0 0.0 25.0 328.4249 363.8641
127.0 0.0 25.0 328.4249 363.9616
127.0 0.0 25.0 328.4249 364.0591
127.0 0.0 25.0 328.4249 364.1566
127.0 0.0 25.0 328.4249 364.2540
127.0 0.0 25.0 328.4249 364.3515
127.0 0.0 25.0 328.4249 364.4490
127.0 0.0 25.0 328.4249 364.5465
127.0 0.0 25.0 328.4249 364.6439
127.0 0.0 25.0 328.4249 364.7414
127.0 0.0 25.0 328.4249 364.8389
127.0 0.0 25.0 328.4249 364.9364
127.0 0.0 25.0 328.4249 365.0339
127.0 0.0 25.0 330.4620 313.2429
127.0 0.0 25.0 330.4620 313.3394
127.0 0.0 25.0 330.4620 313.4358
127.0 0.0 25.0 330.4620 317.7149
127.0 0.0 25.0 330.4620 317.8046
127.0 0.0 25.0 330.4620 317.8943
127.0 0.0 25.0 330.4620 317.9840
127.0 0.0 25.0 330.4620 318.0737
127.0 0.0 25.0 330.4620 318.1634
127.0 0.0 25.0 330.4620 318.2531
127.0 0.0 25.0 330.4620 318.3428
127.0 0.0 25.0 330.4620 322.9583
127.0 0.0 25.0 330.4620 323.0525
127.0 0.0 25.0 330.4620 323.1468
127.0 0.0 25.0 330.4620 323.2410
127.0 0.0 25.0 330.4620 323.3353
127.0 0.0 25.0 330.4620 323.4295
127.0 0.0 25.0 330.4620 323.5238
127.0 0.0 25.0 330.4620 323.6180
127.0 0.0 25.0 330.4620 323.7123
127.0 0.0 25.0 330.4620 323.8065
127.0 0.0 25.0 330.4620 323.9008
127.0 0.0 25.0 330.4620 323.9950
127.0 0.0 25.0 330.4620 324.0893
127.0 0.0 25.0 330.4620 329.0621
127.0 0.0 25.0 330.4620 329.1574
127.0 0.0 25.0 330.4620 329.2526
127.0 0.0 25.0 330.4620 329.3478
127.0 0.0 25.0 330.4620 329.4431
127.0 0.0 25.0 330.4620 329.5383
127.0 0.0 25.0 330.4620 329.6336
127.0 0.0 25.0 330.4620 329.7288
127.0 0.0 25.0 330.4620 329.8241
127.0 0.0 25.0 330.4620 329.9193
127.0 0.0 25.0 330.4620 330.0146
127.0 0.0 25.0 330.4620 330.1098
127.0 0.0 25.0 330.4620 330.2050
127.0 0.0 25.0 330.4620 330.3003
127.0 0.0 25.0 330.4620 330.3955
127.0 0.0 25.0 330.4620 330.4908
127.0 0.0 25.0 330.4620 330.5860
127.0 0.0 25.0 330.4620 330.6813
127.0 0.0 25.0 330.4620 330.7765
127.0 0.0 25.0 330.4620 336.0947
127.0 0.0 25.0 330.4620 336.1913
127.0 0.0 25.0 330.4620 336.2878
127.0 0.0 25.0 330.4620 336.3844
127.0 0.0 25.0 330.4620 336.4809
127.0 0.0 25.0 330.4620 336.5775
127.0 0.0 25.0 330.4620 336.6741
127.0 0.0 25.0 330.4620 336.7706
127.0 0.0 25.0 330.4620 336.8672
127.0 0.0 25.0 330.4620 336.9637
127.0 0.0 25.0 330.4620 337.0603
127.0 0.0 25.0 330.4620 337.1568
127.0 0.0 25.0 330.4620 337.2534
127.0 0.0 25.0 330.4620 337.3500
127.0 0.0 25.0 330.4620 337.4465
127.0 0.0 25.0 330.4620 337.5431
127.0 0.0 25.0 330.4620 337.6396
127.0 0.0 25.0 330.4620 337.7362
127.0 0.0 25.0 330.4620 337.8327
127.0 0.0 25.0 330.4620 337.9293
127.0 0.0 25.0 330.4620 338.0259
127.0 0.0 25.0 330.4620 338.1224
127.0 0.0 25.0 330.4620 338.2190
127.0 0.0 25.0 330.4620 338.3155
127.0 0.0 25.0 330.4620 338.4121
127.0 0.0 25.0 330.4620 344.0334
127.0 0.0 25.0 330.4620 344.1314
127.0 0.0 25.0 330.4620 344.2295
127.0 0.0 25.0 330.4620 344.3276
127.0 0.0 25.0 330.4620 344.4256
127.0 0.0 25.0 330.4620 344.5237
127.0 0.0 25.0 330.4620 344.6218
127.0 0.0 25.0 330.4620 344.7198
127.0 0.0 25.0 330.4620 344.8179
127.0 0.0 25.0 330.4620 344.9160
127.0 0.0 25.0 330.4620 345.0140
127.0 0.0 25.0 330.4620 345.1121
127.0 0.0 25.0 330.4620 345.2102
127.0 0.0 25.0 330.4620 345.3082
127.0 0.0 25.0 330.4620 345.4063
127.0 0.0 25.0 330.4620 345.5044
127.0 0.0 25.0 330.4620 345.6025
127.0 0.0 25.0 330.4620 345.7005
127.0 0.0 25.0 330.4620 345.7986
127.0 0.0 25.0 330.4620 345.8967
127.0 0.0 25.0 330.4620 345.9947
127.0 0.0 25.0 330.4620 346.0928
127.0 0.0 25.0 330.4620 346.1909
127.0 0.0 25.0 330.4620 346.2889
127.0 0.0 25.0 330.4620 346.3870
127.0 0.0 25.0 330.4620 346.4851
127.0 0.0 25.0 330.4620 346.5831
127.0 0.0 25.0 330.4620 346.6812
127.0 0.0 25.0 330.4620 346.7793
127.0 0.0 25.0 330.4620 346.8773
127.0 0.0 25.0 330.4620 352.7158
127.0 0.0 25.0 330.4620 352.8150
127.0 0.0 25.0 330.4620 352.9142
127.0 0.0 25.0 330.4620 353.0134
127.0 0.0 25.0 330.4620 353.1126
127.0 0.0 25.0 330.4620 353.2117
127.0 0.0 25.0 330.4620 353.3109
127.0 0.0 25.0 330.4620 353.4101
127.0 0.0 25.0 330.4620 353.5093
127.0 0.0 25.0 330.4620 353.6085
127.0 0.0 25.0 330.4620 353.7076
127.0 0.0 25.0 330.4620 353.8068
127.0 0.0 25.0 330.4620 353.9060
127.0 0.0 25.0 330.4620 354.0052
127.0 0.0 25.0 330.4620 354.1044
127.0 0.0 25.0 330.4620 354.2036
127.0 0.0 25.0 330.4620 354.3027
127.0 0.0 25.0 330.4620 354.4019
127.0 0.0 25.0 330.4620 354.5011
127.0 0.0 25.0 330.4620 354.6003
127.0 0.0 25.0 330.4620 354.6995
127.0 0.0 25.0 330.4620 354.7986
127.0 0.0 25.0 330.4620 354.8978
127.0 0.0 25.0 330.4620 354.9970
127.0 0.0 25.0 330.4620 355.0962
127.0 0.0 25.0 330.4620 355.1954
127.0 0.0 25.0 330.4620 355.2946
127.0 0.0 25.0 330.4620 355.3937
127.0 0.0 25.0 330.4620 355.4929
127.0 0.0 25.0 330.4620 355.5921
127.0 0.0 25.0 330.4620 355.6913
127.0 0.0 25.0 330.4620 355.7905
127.0 0.0 25.0 330.4620 355.8896
127.0 0.0 25.0 330.4620 361.8171
127.0 0.0 25.0 330.4620 361.9146
127.0 0.0 25.0 330.4620 362.0121
127.0 0.0 25.0 330.4620 362.1096
127.0 0.0 25.0 330.4620 362.2070
127.0 0.0 25.0 330.4620 362.3045
127.0 0.0 25.0 330.4620 362.4020
127.0 0.0 25.0 330.4620 362.4995
127.0 0.0 25.0 330.4620 362.5969
127.0 0.0 25.0 330.4620 362.6944
127.0 0.0 25.0 330.4620 362.7919
127.0 0.0 25.0 330.4620 362.8894
127.0 0.0 25.0 330.4620 362.9868
127.0 0.0 25.0 330.4620 363.0843
127.0 0.0 25.0 330.4620 363.1818
127.0 0.0 25.0 330.4620 363.2793
127.0 0.0 25.0 330.4620 363.3768
127.0 0.0 25.0 330.4620 363.4742
127.0 0.0 25.0 330.4620 363.5717
127.0 0.0 25.0 330.4620 363.6692
127.0 0.0 25.0 330.4620 363.7667
127.0 0.0 25.0 330.4620 363.8641
127.0 0.0 25.0 330.4620 363.9616
127.0 0.0 25.0 330.4620 364.0591
127.0 0.0 25.0 330.4620 364.1566
127.0 0.0 25.0 330.4620 364.2540
127.0 0.0 25.0 330.4620 364.3515
127.0 0.0 25.0 330.4620 364.4490
127.0 0.0 25.0 330.4620 364.5465
127.0 0.0 25.0 330.4620 364.6439
127.0 0.0 25.0 330.4620 364.7414
127.0 0.0 25.0 330.4620 364.8389
127.0 0.0 25.0 330.4620 364.9364
127.0 0.0 25.0 330.4620 365.0339
127.0 0.0 25.0 332.4991 313.2429
127.0 0.0 25.0 332.4991 313.3394
127.0 0.0 25.0 332.4991 313.4358
127.0 0.0 25.0 332.4991 317.7149
127.0 0.0 25.0 332.4991 317.8046
127.0 0.0 25.0 332.4991 317.8943
127.0 0.0 25.0 332.4991 317.9840
127.0 0.0 25.0 332.4991 318.0737
127.0 0.0 25.0 332.4991 318.1634
127.0 0.0 25.0 332.4991 318.2531
127.0 0.0 25.0 332.4991 318.3428
127.0 0.0 25.0 332.4991 322.9583
127.0 0.0 25.0 332.4991 323.0525
127.0 0.0 25.0 332.4991 323.1468
127.0 0.0 25.0 332.4991 323.2410
127.0 0.0 25.0 332.4991 323.3353
127.0 0.0 25.0 332.4991 323.4295
127.0 0.0 25.0 332.4991 323.5238
127.0 0.0 25.0 332.4991 323.6180
127.0 0.0 25.0 332.4991 323.7123
127.0 0.0 25.0 332.4991 323.8065
127.0 0.0 25.0 332.4991 323.9008
127.0 0.0 25.0 332.4991 323.9950
127.0 0.0 25.0 332.4991 324.0893
127.0 0.0 25.0 332.4991 329.0621
127.0 0.0 25.0 332.4991 329.1574
127.0 0.0 25.0 332.4991 329.2526
127.0 0.0 25.0 332.4991 329.3478
127.0 0.0 25.0 332.4991 329.4431
127.0 0.0 25.0 332.4991 329.5383
127.0 0.0 25.0 332.4991 329.6336
127.0 0.0 25.0 332.4991 329.7288
127.0 0.0 25.0 332.4991 329.8241
127.0 0.0 25.0 332.4991 329.9193
127.0 0.0 25.0 332.4991 330.0146
127.0 0.0 25.0 332.4991 330.1098
127.0 0.0 25.0 332.4991 330.2050
127.0 0.0 25.0 332.4991 330.3003
127.0 0.0 25.0 332.4991 330.3955
127.0 0.0 25.0 332.4991 330.4908
127.0 0.0 25.0 332.4991 330.5860
127.0 0.0 25.0 332.4991 330.6813
127.0 0.0 25.0 332.4991 330.7765
127.0 0.0 25.0 332.4991 336.0947
127.0 0.0 25.0 332.4991 336.1913
127.0 0.0 25.0 332.4991 336.2878
127.0 0.0 25.0 332.4991 336.3844
127.0 0.0 25.0 332.4991 336.4809
127.0 0.0 25.0 332.4991 336.5775
127.0 0.0 25.0 332.4991 336.6741
127.0 0.0 25.0 332.4991 336.7706
127.0 0.0 25.0 332.4991 336.8672
127.0 0.0 25.0 332.4991 336.9637
127.0 0.0 25.0 332.4991 337.0603
127.0 0.0 25.0 332.4991 337.1568
127.0 0.0 25.0 332.4991 337.2534
127.0 0.0 25.0 332.4991 337.3500
127.0 0.0 25.0 332.4991 337.4465
127.0 0.0 25.0 332.4991 337.5431
127.0 0.0 25.0 332.4991 337.6396
127.0 0.0 25.0 332.4991 337.7362
127.0 0.0 25.0 332.4991 337.8327
127.0 0.0 25.0 332.4991 337.9293
127.0 0.0 25.0 332.4991 338.0259
127.0 0.0 25.0 332.4991 338.1224
127.0 0.0 25.0 332.4991 338.2190
127.0 0.0 25.0 332.4991 338.3155
127.0 0.0 25.0 332.4991 338.4121
127.0 0.0 25.0 332.4991 344.0334
127.0 0.0 25.0 332.4991 344.1314
127.0 0.0 25.0 332.4991 344.2295
127.0 0.0 25.0 332.4991 344.3276
127.0 0.0 25.0 332.4991 344.4256
127.0 0.0 25.0 332.4991 344.5237
127.0 0.0 25.0 332.4991 344.6218
127.0 0.0 25.0 332.4991 344.7198
127.0 0.0 25.0 332.4991 344.8179
127.0 0.0 25.0 332.4991 344.9160
127.0 0.0 25.0 332.4991 345.0140
127.0 0.0 25.0 332.4991 345.1121
127.0 0.0 25.0 332.4991 345.2102
127.0 0.0 25.0 332.4991 345.3082
127.0 0.0 25.0 332.4991 345.4063
127.0 0.0 25.0 332.4991 345.5044
127.0 0.0 25.0 332.4991 345.6025
127.0 0.0 25.0 332.4991 345.7005
127.0 0.0 25.0 332.4991 345.7986
127.0 0.0 25.0 332.4991 345.8967
127.0 0.0 25.0 332.4991 345.9947
127.0 0.0 25.0 332.4991 346.0928
127.0 0.0 25.0 332.4991 346.1909
127.0 0.0 25.0 332.4991 346.2889
127.0 0.0 25.0 332.4991 346.3870
127.0 0.0 25.0 332.4991 346.4851
127.0 0.0 25.0 332.4991 346.5831
127.0 0.0 25.0 332.4991 346.6812
127.0 0.0 25.0 332.4991 346.7793
127.0 0.0 25.0 332.4991 346.8773
127.0 0.0 25.0 332.4991 352.7158
127.0 0.0 25.0 332.4991 352.8150
127.0 0.0 25.0 332.4991 352.9142
127.0 0.0 25.0 332.4991 353.0134
127.0 0.0 25.0 332.4991 353.1126
127.0 0.0 25.0 332.4991 353.2117
127.0 0.0 25.0 332.4991 353.3109
127.0 0.0 25.0 332.4991 353.4101
127.0 0.0 25.0 332.4991 353.5093
127.0 0.0 25.0 332.4991 353.6085
127.0 0.0 25.0 332.4991 353.7076
127.0 0.0 25.0 332.4991 353.8068
127.0 0.0 25.0 332.4991 353.9060
127.0 0.0 25.0 332.4991 354.0052
127.0 0.0 25.0 332.4991 354.1044
127.0 0.0 25.0 332.4991 354.2036
127.0 0.0 25.0 332.4991 354.3027
127.0 0.0 25.0 332.4991 354.4019
127.0 0.0 25.0 332.4991 354.5011
127.0 0.0 25.0 332.4991 354.6003
127.0 0.0 25.0 332.4991 354.6995
127.0 0.0 25.0 332.4991 354.7986
127.0 0.0 25.0 332.4991 354.8978
127.0 0.0 25.0 332.4991 354.9970
127.0 0.0 25.0 332.4991 355.0962
127.0 0.0 25.0 332.4991 355.1954
127.0 0.0 25.0 332.4991 355.2946
127.0 0.0 25.0 332.4991 355.3937
127.0 0.0 25.0 332.4991 355.4929
127.0 0.0 25.0 332.4991 355.5921
127.0 0.0 25.0 332.4991 355.6913
127.0 0.0 25.0 332.4991 355.7905
127.0 0.0 25.0 332.4991 355.8896
127.0 0.0 25.0 332.4991 361.8171
127.0 0.0 25.0 332.4991 361.9146
127.0 0.0 25.0 332.4991 362.0121
127.0 0.0 25.0 332.4991 362.1096
127.0 0.0 25.0 332.4991 362.2070
127.0 0.0 25.0 332.4991 362.3045
127.0 0.0 25.0 332.4991 362.4020
127.0 0.0 25.0 332.4991 362.4995
127.0 0.0 25.0 332.4991 362.5969
127.0 0.0 25.0 332.4991 362.6944
127.0 0.0 25.0 332.4991 362.7919
127.0 0.0 25.0 332.4991 362.8894
127.0 0.0 25.0 332.4991 362.9868
127.0 0.0 25.0 332.4991 363.0843
127.0 0.0 25.0 332.4991 363.1818
127.0 0.0 25.0 332.4991 363.2793
127.0 0.0 25.0 332.4991 363.3768
127.0 0.0 25.0 332.4991 363.4742
127.0 0.0 25.0 332.4991 363.5717
127.0 0.0 25.0 332.4991 363.6692
127.0 0.0 25.0 332.4991 363.7667
127.0 0.0 25.0 332.4991 363.8641
127.0 0.0 25.0 332.4991 363.9616
127.0 0.0 25.0 332.4991 364.0591
127.0 0.0 25.0 332.4991 364.1566
127.0 0.0 25.0 332.4991 364.2540
127.0 0.0 25.0 332.4991 364.3515
127.0 0.0 25.0 332.4991 364.4490
127.0 0.0 25.0 332.4991 364.5465
127.0 0.0 25.0 332.4991 364.6439
127.0 0.0 25.0 332.4991 364.7414
127.0 0.0 25.0 332.4991 364.8389
127.0 0.0 25.0 332.4991 364.9364
127.0 0.0 25.0 332.4991 365.0339
127.0 0.0 25.0 334.5362 313.2429
127.0 0.0 25.0 334.5362 313.3394
127.0 0.0 25.0 334.5362 313.4358
127.0 0.0 25.0 334.5362 317.7149
127.0 0.0 25.0 334.5362 317.8046
127.0 0.0 25.0 334.5362 317.8943
127.0 0.0 25.0 334.5362 317.9840
127.0 0.0 25.0 334.5362 318.0737
127.0 0.0 25.0 334.5362 318.1634
127.0 0.0 25.0 334.5362 318.2531
127.0 0.0 25.0 334.5362 318.3428
127.0 0.0 25.0 334.5362 322.9583
127.0 0.0 25.0 334.5362 323.0525
127.0 0.0 25.0 334.5362 323.1468
127.0 0.0 25.0 334.5362 323.2410
127.0 0.0 25.0 334.5362 323.3353
127.0 0.0 25.0 334.5362 323.4295
127.0 0.0 25.0 334.5362 323.5238
127.0 0.0 25.0 334.5362 323.6180
127.0 0.0 25.0 334.5362 323.7123
127.0 0.0 25.0 334.5362 323.8065
127.0 0.0 25.0 334.5362 323.9008
127.0 0.0 25.0 334.5362 323.9950
127.0 0.0 25.0 334.5362 324.0893
127.0 0.0 25.0 334.5362 329.0621
127.0 0.0 25.0 334.5362 329.1574
127.0 0.0 25.0 334.5362 329.2526
127.0 0.0 25.0 334.5362 329.3478
127.0 0.0 25.0 334.5362 329.4431
127.0 0.0 25.0 334.5362 329.5383
127.0 0.0 25.0 334.5362 329.6336
127.0 0.0 25.0 334.5362 329.7288
127.0 0.0 25.0 334.5362 329.8241
127.0 0.0 25.0 334.5362 329.9193
127.0 0.0 25.0 334.5362 330.0146
127.0 0.0 25.0 334.5362 330.1098
127.0 0.0 25.0 334.5362 330.2050
127.0 0.0 25.0 334.5362 330.3003
127.0 0.0 25.0 334.5362 330.3955
127.0 0.0 25.0 334.5362 330.4908
