# Generated Laser Tracks with the following resolutions: 0.1 deg (horizontal) / 1 deg (vertical)
# angles measured from beam direction: horizontal (phi): counter-clockwise from beam direction
#                                      vertical (thetha): counter-clockwise (towards top) from beam direction
#  X[cm], Y[cm], Z[cm], thetha[deg], phi[deg] 
127.0 0.0 25.0 348.7959 353.8068
127.0 0.0 25.0 348.7959 353.9060
127.0 0.0 25.0 348.7959 354.0052
127.0 0.0 25.0 348.7959 354.1044
127.0 0.0 25.0 348.7959 354.2036
127.0 0.0 25.0 348.7959 354.3027
127.0 0.0 25.0 348.7959 354.4019
127.0 0.0 25.0 348.7959 354.5011
127.0 0.0 25.0 348.7959 354.6003
127.0 0.0 25.0 348.7959 354.6995
127.0 0.0 25.0 348.7959 354.7986
127.0 0.0 25.0 348.7959 354.8978
127.0 0.0 25.0 348.7959 354.9970
127.0 0.0 25.0 348.7959 355.0962
127.0 0.0 25.0 348.7959 355.1954
127.0 0.0 25.0 348.7959 355.2946
127.0 0.0 25.0 348.7959 355.3937
127.0 0.0 25.0 348.7959 355.4929
127.0 0.0 25.0 348.7959 355.5921
127.0 0.0 25.0 348.7959 355.6913
127.0 0.0 25.0 348.7959 355.7905
127.0 0.0 25.0 348.7959 355.8896
127.0 0.0 25.0 348.7959 361.8171
127.0 0.0 25.0 348.7959 361.9146
127.0 0.0 25.0 348.7959 362.0121
127.0 0.0 25.0 348.7959 362.1096
127.0 0.0 25.0 348.7959 362.2070
127.0 0.0 25.0 348.7959 362.3045
127.0 0.0 25.0 348.7959 362.4020
127.0 0.0 25.0 348.7959 362.4995
127.0 0.0 25.0 348.7959 362.5969
127.0 0.0 25.0 348.7959 362.6944
127.0 0.0 25.0 348.7959 362.7919
127.0 0.0 25.0 348.7959 362.8894
127.0 0.0 25.0 348.7959 362.9868
127.0 0.0 25.0 348.7959 363.0843
127.0 0.0 25.0 348.7959 363.1818
127.0 0.0 25.0 348.7959 363.2793
127.0 0.0 25.0 348.7959 363.3768
127.0 0.0 25.0 348.7959 363.4742
127.0 0.0 25.0 348.7959 363.5717
127.0 0.0 25.0 348.7959 363.6692
127.0 0.0 25.0 348.7959 363.7667
127.0 0.0 25.0 348.7959 363.8641
127.0 0.0 25.0 348.7959 363.9616
127.0 0.0 25.0 348.7959 364.0591
127.0 0.0 25.0 348.7959 364.1566
127.0 0.0 25.0 348.7959 364.2540
127.0 0.0 25.0 348.7959 364.3515
127.0 0.0 25.0 348.7959 364.4490
127.0 0.0 25.0 348.7959 364.5465
127.0 0.0 25.0 348.7959 364.6439
127.0 0.0 25.0 348.7959 364.7414
127.0 0.0 25.0 348.7959 364.8389
127.0 0.0 25.0 348.7959 364.9364
127.0 0.0 25.0 348.7959 365.0339
127.0 0.0 25.0 350.8330 313.2429
127.0 0.0 25.0 350.8330 313.3394
127.0 0.0 25.0 350.8330 313.4358
127.0 0.0 25.0 350.8330 317.7149
127.0 0.0 25.0 350.8330 317.8046
127.0 0.0 25.0 350.8330 317.8943
127.0 0.0 25.0 350.8330 317.9840
127.0 0.0 25.0 350.8330 318.0737
127.0 0.0 25.0 350.8330 318.1634
127.0 0.0 25.0 350.8330 318.2531
127.0 0.0 25.0 350.8330 318.3428
127.0 0.0 25.0 350.8330 322.9583
127.0 0.0 25.0 350.8330 323.0525
127.0 0.0 25.0 350.8330 323.1468
127.0 0.0 25.0 350.8330 323.2410
127.0 0.0 25.0 350.8330 323.3353
127.0 0.0 25.0 350.8330 323.4295
127.0 0.0 25.0 350.8330 323.5238
127.0 0.0 25.0 350.8330 323.6180
127.0 0.0 25.0 350.8330 323.7123
127.0 0.0 25.0 350.8330 323.8065
127.0 0.0 25.0 350.8330 323.9008
127.0 0.0 25.0 350.8330 323.9950
127.0 0.0 25.0 350.8330 324.0893
127.0 0.0 25.0 350.8330 329.0621
127.0 0.0 25.0 350.8330 329.1574
127.0 0.0 25.0 350.8330 329.2526
127.0 0.0 25.0 350.8330 329.3478
127.0 0.0 25.0 350.8330 329.4431
127.0 0.0 25.0 350.8330 329.5383
127.0 0.0 25.0 350.8330 329.6336
127.0 0.0 25.0 350.8330 329.7288
127.0 0.0 25.0 350.8330 329.8241
127.0 0.0 25.0 350.8330 329.9193
127.0 0.0 25.0 350.8330 330.0146
127.0 0.0 25.0 350.8330 330.1098
127.0 0.0 25.0 350.8330 330.2050
127.0 0.0 25.0 350.8330 330.3003
127.0 0.0 25.0 350.8330 330.3955
127.0 0.0 25.0 350.8330 330.4908
127.0 0.0 25.0 350.8330 330.5860
127.0 0.0 25.0 350.8330 330.6813
127.0 0.0 25.0 350.8330 330.7765
127.0 0.0 25.0 350.8330 336.0947
127.0 0.0 25.0 350.8330 336.1913
127.0 0.0 25.0 350.8330 336.2878
127.0 0.0 25.0 350.8330 336.3844
127.0 0.0 25.0 350.8330 336.4809
127.0 0.0 25.0 350.8330 336.5775
127.0 0.0 25.0 350.8330 336.6741
127.0 0.0 25.0 350.8330 336.7706
127.0 0.0 25.0 350.8330 336.8672
127.0 0.0 25.0 350.8330 336.9637
127.0 0.0 25.0 350.8330 337.0603
127.0 0.0 25.0 350.8330 337.1568
127.0 0.0 25.0 350.8330 337.2534
127.0 0.0 25.0 350.8330 337.3500
127.0 0.0 25.0 350.8330 337.4465
127.0 0.0 25.0 350.8330 337.5431
127.0 0.0 25.0 350.8330 337.6396
127.0 0.0 25.0 350.8330 337.7362
127.0 0.0 25.0 350.8330 337.8327
127.0 0.0 25.0 350.8330 337.9293
127.0 0.0 25.0 350.8330 338.0259
127.0 0.0 25.0 350.8330 338.1224
127.0 0.0 25.0 350.8330 338.2190
127.0 0.0 25.0 350.8330 338.3155
127.0 0.0 25.0 350.8330 338.4121
127.0 0.0 25.0 350.8330 344.0334
127.0 0.0 25.0 350.8330 344.1314
127.0 0.0 25.0 350.8330 344.2295
127.0 0.0 25.0 350.8330 344.3276
127.0 0.0 25.0 350.8330 344.4256
127.0 0.0 25.0 350.8330 344.5237
127.0 0.0 25.0 350.8330 344.6218
127.0 0.0 25.0 350.8330 344.7198
127.0 0.0 25.0 350.8330 344.8179
127.0 0.0 25.0 350.8330 344.9160
127.0 0.0 25.0 350.8330 345.0140
127.0 0.0 25.0 350.8330 345.1121
127.0 0.0 25.0 350.8330 345.2102
127.0 0.0 25.0 350.8330 345.3082
127.0 0.0 25.0 350.8330 345.4063
127.0 0.0 25.0 350.8330 345.5044
127.0 0.0 25.0 350.8330 345.6025
127.0 0.0 25.0 350.8330 345.7005
127.0 0.0 25.0 350.8330 345.7986
127.0 0.0 25.0 350.8330 345.8967
127.0 0.0 25.0 350.8330 345.9947
127.0 0.0 25.0 350.8330 346.0928
127.0 0.0 25.0 350.8330 346.1909
127.0 0.0 25.0 350.8330 346.2889
127.0 0.0 25.0 350.8330 346.3870
127.0 0.0 25.0 350.8330 346.4851
127.0 0.0 25.0 350.8330 346.5831
127.0 0.0 25.0 350.8330 346.6812
127.0 0.0 25.0 350.8330 346.7793
127.0 0.0 25.0 350.8330 346.8773
127.0 0.0 25.0 350.8330 352.7158
127.0 0.0 25.0 350.8330 352.8150
127.0 0.0 25.0 350.8330 352.9142
127.0 0.0 25.0 350.8330 353.0134
127.0 0.0 25.0 350.8330 353.1126
127.0 0.0 25.0 350.8330 353.2117
127.0 0.0 25.0 350.8330 353.3109
127.0 0.0 25.0 350.8330 353.4101
127.0 0.0 25.0 350.8330 353.5093
127.0 0.0 25.0 350.8330 353.6085
127.0 0.0 25.0 350.8330 353.7076
127.0 0.0 25.0 350.8330 353.8068
127.0 0.0 25.0 350.8330 353.9060
127.0 0.0 25.0 350.8330 354.0052
127.0 0.0 25.0 350.8330 354.1044
127.0 0.0 25.0 350.8330 354.2036
127.0 0.0 25.0 350.8330 354.3027
127.0 0.0 25.0 350.8330 354.4019
127.0 0.0 25.0 350.8330 354.5011
127.0 0.0 25.0 350.8330 354.6003
127.0 0.0 25.0 350.8330 354.6995
127.0 0.0 25.0 350.8330 354.7986
127.0 0.0 25.0 350.8330 354.8978
127.0 0.0 25.0 350.8330 354.9970
127.0 0.0 25.0 350.8330 355.0962
127.0 0.0 25.0 350.8330 355.1954
127.0 0.0 25.0 350.8330 355.2946
127.0 0.0 25.0 350.8330 355.3937
127.0 0.0 25.0 350.8330 355.4929
127.0 0.0 25.0 350.8330 355.5921
127.0 0.0 25.0 350.8330 355.6913
127.0 0.0 25.0 350.8330 355.7905
127.0 0.0 25.0 350.8330 355.8896
127.0 0.0 25.0 350.8330 361.8171
127.0 0.0 25.0 350.8330 361.9146
127.0 0.0 25.0 350.8330 362.0121
127.0 0.0 25.0 350.8330 362.1096
127.0 0.0 25.0 350.8330 362.2070
127.0 0.0 25.0 350.8330 362.3045
127.0 0.0 25.0 350.8330 362.4020
127.0 0.0 25.0 350.8330 362.4995
127.0 0.0 25.0 350.8330 362.5969
127.0 0.0 25.0 350.8330 362.6944
127.0 0.0 25.0 350.8330 362.7919
127.0 0.0 25.0 350.8330 362.8894
127.0 0.0 25.0 350.8330 362.9868
127.0 0.0 25.0 350.8330 363.0843
127.0 0.0 25.0 350.8330 363.1818
127.0 0.0 25.0 350.8330 363.2793
127.0 0.0 25.0 350.8330 363.3768
127.0 0.0 25.0 350.8330 363.4742
127.0 0.0 25.0 350.8330 363.5717
127.0 0.0 25.0 350.8330 363.6692
127.0 0.0 25.0 350.8330 363.7667
127.0 0.0 25.0 350.8330 363.8641
127.0 0.0 25.0 350.8330 363.9616
127.0 0.0 25.0 350.8330 364.0591
127.0 0.0 25.0 350.8330 364.1566
127.0 0.0 25.0 350.8330 364.2540
127.0 0.0 25.0 350.8330 364.3515
127.0 0.0 25.0 350.8330 364.4490
127.0 0.0 25.0 350.8330 364.5465
127.0 0.0 25.0 350.8330 364.6439
127.0 0.0 25.0 350.8330 364.7414
127.0 0.0 25.0 350.8330 364.8389
127.0 0.0 25.0 350.8330 364.9364
127.0 0.0 25.0 350.8330 365.0339
127.0 0.0 25.0 352.8701 313.2429
127.0 0.0 25.0 352.8701 313.3394
127.0 0.0 25.0 352.8701 313.4358
127.0 0.0 25.0 352.8701 317.7149
127.0 0.0 25.0 352.8701 317.8046
127.0 0.0 25.0 352.8701 317.8943
127.0 0.0 25.0 352.8701 317.9840
127.0 0.0 25.0 352.8701 318.0737
127.0 0.0 25.0 352.8701 318.1634
127.0 0.0 25.0 352.8701 318.2531
127.0 0.0 25.0 352.8701 318.3428
127.0 0.0 25.0 352.8701 322.9583
127.0 0.0 25.0 352.8701 323.0525
127.0 0.0 25.0 352.8701 323.1468
127.0 0.0 25.0 352.8701 323.2410
127.0 0.0 25.0 352.8701 323.3353
127.0 0.0 25.0 352.8701 323.4295
127.0 0.0 25.0 352.8701 323.5238
127.0 0.0 25.0 352.8701 323.6180
127.0 0.0 25.0 352.8701 323.7123
127.0 0.0 25.0 352.8701 323.8065
127.0 0.0 25.0 352.8701 323.9008
127.0 0.0 25.0 352.8701 323.9950
127.0 0.0 25.0 352.8701 324.0893
127.0 0.0 25.0 352.8701 329.0621
127.0 0.0 25.0 352.8701 329.1574
127.0 0.0 25.0 352.8701 329.2526
127.0 0.0 25.0 352.8701 329.3478
127.0 0.0 25.0 352.8701 329.4431
127.0 0.0 25.0 352.8701 329.5383
127.0 0.0 25.0 352.8701 329.6336
127.0 0.0 25.0 352.8701 329.7288
127.0 0.0 25.0 352.8701 329.8241
127.0 0.0 25.0 352.8701 329.9193
127.0 0.0 25.0 352.8701 330.0146
127.0 0.0 25.0 352.8701 330.1098
127.0 0.0 25.0 352.8701 330.2050
127.0 0.0 25.0 352.8701 330.3003
127.0 0.0 25.0 352.8701 330.3955
127.0 0.0 25.0 352.8701 330.4908
127.0 0.0 25.0 352.8701 330.5860
127.0 0.0 25.0 352.8701 330.6813
127.0 0.0 25.0 352.8701 330.7765
127.0 0.0 25.0 352.8701 336.0947
127.0 0.0 25.0 352.8701 336.1913
127.0 0.0 25.0 352.8701 336.2878
127.0 0.0 25.0 352.8701 336.3844
127.0 0.0 25.0 352.8701 336.4809
127.0 0.0 25.0 352.8701 336.5775
127.0 0.0 25.0 352.8701 336.6741
127.0 0.0 25.0 352.8701 336.7706
127.0 0.0 25.0 352.8701 336.8672
127.0 0.0 25.0 352.8701 336.9637
127.0 0.0 25.0 352.8701 337.0603
127.0 0.0 25.0 352.8701 337.1568
127.0 0.0 25.0 352.8701 337.2534
127.0 0.0 25.0 352.8701 337.3500
127.0 0.0 25.0 352.8701 337.4465
127.0 0.0 25.0 352.8701 337.5431
127.0 0.0 25.0 352.8701 337.6396
127.0 0.0 25.0 352.8701 337.7362
127.0 0.0 25.0 352.8701 337.8327
127.0 0.0 25.0 352.8701 337.9293
127.0 0.0 25.0 352.8701 338.0259
127.0 0.0 25.0 352.8701 338.1224
127.0 0.0 25.0 352.8701 338.2190
127.0 0.0 25.0 352.8701 338.3155
127.0 0.0 25.0 352.8701 338.4121
127.0 0.0 25.0 352.8701 344.0334
127.0 0.0 25.0 352.8701 344.1314
127.0 0.0 25.0 352.8701 344.2295
127.0 0.0 25.0 352.8701 344.3276
127.0 0.0 25.0 352.8701 344.4256
127.0 0.0 25.0 352.8701 344.5237
127.0 0.0 25.0 352.8701 344.6218
127.0 0.0 25.0 352.8701 344.7198
127.0 0.0 25.0 352.8701 344.8179
127.0 0.0 25.0 352.8701 344.9160
127.0 0.0 25.0 352.8701 345.0140
127.0 0.0 25.0 352.8701 345.1121
127.0 0.0 25.0 352.8701 345.2102
127.0 0.0 25.0 352.8701 345.3082
127.0 0.0 25.0 352.8701 345.4063
127.0 0.0 25.0 352.8701 345.5044
127.0 0.0 25.0 352.8701 345.6025
127.0 0.0 25.0 352.8701 345.7005
127.0 0.0 25.0 352.8701 345.7986
127.0 0.0 25.0 352.8701 345.8967
127.0 0.0 25.0 352.8701 345.9947
127.0 0.0 25.0 352.8701 346.0928
127.0 0.0 25.0 352.8701 346.1909
127.0 0.0 25.0 352.8701 346.2889
127.0 0.0 25.0 352.8701 346.3870
127.0 0.0 25.0 352.8701 346.4851
127.0 0.0 25.0 352.8701 346.5831
127.0 0.0 25.0 352.8701 346.6812
127.0 0.0 25.0 352.8701 346.7793
127.0 0.0 25.0 352.8701 346.8773
127.0 0.0 25.0 352.8701 352.7158
127.0 0.0 25.0 352.8701 352.8150
127.0 0.0 25.0 352.8701 352.9142
127.0 0.0 25.0 352.8701 353.0134
127.0 0.0 25.0 352.8701 353.1126
127.0 0.0 25.0 352.8701 353.2117
127.0 0.0 25.0 352.8701 353.3109
127.0 0.0 25.0 352.8701 353.4101
127.0 0.0 25.0 352.8701 353.5093
127.0 0.0 25.0 352.8701 353.6085
127.0 0.0 25.0 352.8701 353.7076
127.0 0.0 25.0 352.8701 353.8068
127.0 0.0 25.0 352.8701 353.9060
127.0 0.0 25.0 352.8701 354.0052
127.0 0.0 25.0 352.8701 354.1044
127.0 0.0 25.0 352.8701 354.2036
127.0 0.0 25.0 352.8701 354.3027
127.0 0.0 25.0 352.8701 354.4019
127.0 0.0 25.0 352.8701 354.5011
127.0 0.0 25.0 352.8701 354.6003
127.0 0.0 25.0 352.8701 354.6995
127.0 0.0 25.0 352.8701 354.7986
127.0 0.0 25.0 352.8701 354.8978
127.0 0.0 25.0 352.8701 354.9970
127.0 0.0 25.0 352.8701 355.0962
127.0 0.0 25.0 352.8701 355.1954
127.0 0.0 25.0 352.8701 355.2946
127.0 0.0 25.0 352.8701 355.3937
127.0 0.0 25.0 352.8701 355.4929
127.0 0.0 25.0 352.8701 355.5921
127.0 0.0 25.0 352.8701 355.6913
127.0 0.0 25.0 352.8701 355.7905
127.0 0.0 25.0 352.8701 355.8896
127.0 0.0 25.0 352.8701 361.8171
127.0 0.0 25.0 352.8701 361.9146
127.0 0.0 25.0 352.8701 362.0121
127.0 0.0 25.0 352.8701 362.1096
127.0 0.0 25.0 352.8701 362.2070
127.0 0.0 25.0 352.8701 362.3045
127.0 0.0 25.0 352.8701 362.4020
127.0 0.0 25.0 352.8701 362.4995
127.0 0.0 25.0 352.8701 362.5969
127.0 0.0 25.0 352.8701 362.6944
127.0 0.0 25.0 352.8701 362.7919
127.0 0.0 25.0 352.8701 362.8894
127.0 0.0 25.0 352.8701 362.9868
127.0 0.0 25.0 352.8701 363.0843
127.0 0.0 25.0 352.8701 363.1818
127.0 0.0 25.0 352.8701 363.2793
127.0 0.0 25.0 352.8701 363.3768
127.0 0.0 25.0 352.8701 363.4742
127.0 0.0 25.0 352.8701 363.5717
127.0 0.0 25.0 352.8701 363.6692
127.0 0.0 25.0 352.8701 363.7667
127.0 0.0 25.0 352.8701 363.8641
127.0 0.0 25.0 352.8701 363.9616
127.0 0.0 25.0 352.8701 364.0591
127.0 0.0 25.0 352.8701 364.1566
127.0 0.0 25.0 352.8701 364.2540
127.0 0.0 25.0 352.8701 364.3515
127.0 0.0 25.0 352.8701 364.4490
127.0 0.0 25.0 352.8701 364.5465
127.0 0.0 25.0 352.8701 364.6439
127.0 0.0 25.0 352.8701 364.7414
127.0 0.0 25.0 352.8701 364.8389
127.0 0.0 25.0 352.8701 364.9364
127.0 0.0 25.0 352.8701 365.0339
127.0 0.0 25.0 354.9072 313.2429
127.0 0.0 25.0 354.9072 313.3394
127.0 0.0 25.0 354.9072 313.4358
127.0 0.0 25.0 354.9072 317.7149
127.0 0.0 25.0 354.9072 317.8046
127.0 0.0 25.0 354.9072 317.8943
127.0 0.0 25.0 354.9072 317.9840
127.0 0.0 25.0 354.9072 318.0737
127.0 0.0 25.0 354.9072 318.1634
127.0 0.0 25.0 354.9072 318.2531
127.0 0.0 25.0 354.9072 318.3428
127.0 0.0 25.0 354.9072 322.9583
127.0 0.0 25.0 354.9072 323.0525
127.0 0.0 25.0 354.9072 323.1468
127.0 0.0 25.0 354.9072 323.2410
127.0 0.0 25.0 354.9072 323.3353
127.0 0.0 25.0 354.9072 323.4295
127.0 0.0 25.0 354.9072 323.5238
127.0 0.0 25.0 354.9072 323.6180
127.0 0.0 25.0 354.9072 323.7123
127.0 0.0 25.0 354.9072 323.8065
127.0 0.0 25.0 354.9072 323.9008
127.0 0.0 25.0 354.9072 323.9950
127.0 0.0 25.0 354.9072 324.0893
127.0 0.0 25.0 354.9072 329.0621
127.0 0.0 25.0 354.9072 329.1574
127.0 0.0 25.0 354.9072 329.2526
127.0 0.0 25.0 354.9072 329.3478
127.0 0.0 25.0 354.9072 329.4431
127.0 0.0 25.0 354.9072 329.5383
127.0 0.0 25.0 354.9072 329.6336
127.0 0.0 25.0 354.9072 329.7288
127.0 0.0 25.0 354.9072 329.8241
127.0 0.0 25.0 354.9072 329.9193
127.0 0.0 25.0 354.9072 330.0146
127.0 0.0 25.0 354.9072 330.1098
127.0 0.0 25.0 354.9072 330.2050
127.0 0.0 25.0 354.9072 330.3003
127.0 0.0 25.0 354.9072 330.3955
127.0 0.0 25.0 354.9072 330.4908
127.0 0.0 25.0 354.9072 330.5860
127.0 0.0 25.0 354.9072 330.6813
127.0 0.0 25.0 354.9072 330.7765
127.0 0.0 25.0 354.9072 336.0947
127.0 0.0 25.0 354.9072 336.1913
127.0 0.0 25.0 354.9072 336.2878
127.0 0.0 25.0 354.9072 336.3844
127.0 0.0 25.0 354.9072 336.4809
127.0 0.0 25.0 354.9072 336.5775
127.0 0.0 25.0 354.9072 336.6741
127.0 0.0 25.0 354.9072 336.7706
127.0 0.0 25.0 354.9072 336.8672
127.0 0.0 25.0 354.9072 336.9637
127.0 0.0 25.0 354.9072 337.0603
127.0 0.0 25.0 354.9072 337.1568
127.0 0.0 25.0 354.9072 337.2534
127.0 0.0 25.0 354.9072 337.3500
127.0 0.0 25.0 354.9072 337.4465
127.0 0.0 25.0 354.9072 337.5431
127.0 0.0 25.0 354.9072 337.6396
127.0 0.0 25.0 354.9072 337.7362
127.0 0.0 25.0 354.9072 337.8327
127.0 0.0 25.0 354.9072 337.9293
127.0 0.0 25.0 354.9072 338.0259
127.0 0.0 25.0 354.9072 338.1224
127.0 0.0 25.0 354.9072 338.2190
127.0 0.0 25.0 354.9072 338.3155
127.0 0.0 25.0 354.9072 338.4121
127.0 0.0 25.0 354.9072 344.0334
127.0 0.0 25.0 354.9072 344.1314
127.0 0.0 25.0 354.9072 344.2295
127.0 0.0 25.0 354.9072 344.3276
127.0 0.0 25.0 354.9072 344.4256
127.0 0.0 25.0 354.9072 344.5237
127.0 0.0 25.0 354.9072 344.6218
127.0 0.0 25.0 354.9072 344.7198
127.0 0.0 25.0 354.9072 344.8179
127.0 0.0 25.0 354.9072 344.9160
127.0 0.0 25.0 354.9072 345.0140
127.0 0.0 25.0 354.9072 345.1121
127.0 0.0 25.0 354.9072 345.2102
127.0 0.0 25.0 354.9072 345.3082
127.0 0.0 25.0 354.9072 345.4063
127.0 0.0 25.0 354.9072 345.5044
127.0 0.0 25.0 354.9072 345.6025
127.0 0.0 25.0 354.9072 345.7005
127.0 0.0 25.0 354.9072 345.7986
127.0 0.0 25.0 354.9072 345.8967
127.0 0.0 25.0 354.9072 345.9947
127.0 0.0 25.0 354.9072 346.0928
127.0 0.0 25.0 354.9072 346.1909
127.0 0.0 25.0 354.9072 346.2889
127.0 0.0 25.0 354.9072 346.3870
127.0 0.0 25.0 354.9072 346.4851
127.0 0.0 25.0 354.9072 346.5831
127.0 0.0 25.0 354.9072 346.6812
127.0 0.0 25.0 354.9072 346.7793
127.0 0.0 25.0 354.9072 346.8773
127.0 0.0 25.0 354.9072 352.7158
127.0 0.0 25.0 354.9072 352.8150
127.0 0.0 25.0 354.9072 352.9142
127.0 0.0 25.0 354.9072 353.0134
127.0 0.0 25.0 354.9072 353.1126
127.0 0.0 25.0 354.9072 353.2117
127.0 0.0 25.0 354.9072 353.3109
127.0 0.0 25.0 354.9072 353.4101
127.0 0.0 25.0 354.9072 353.5093
127.0 0.0 25.0 354.9072 353.6085
127.0 0.0 25.0 354.9072 353.7076
127.0 0.0 25.0 354.9072 353.8068
127.0 0.0 25.0 354.9072 353.9060
127.0 0.0 25.0 354.9072 354.0052
127.0 0.0 25.0 354.9072 354.1044
127.0 0.0 25.0 354.9072 354.2036
127.0 0.0 25.0 354.9072 354.3027
127.0 0.0 25.0 354.9072 354.4019
127.0 0.0 25.0 354.9072 354.5011
127.0 0.0 25.0 354.9072 354.6003
127.0 0.0 25.0 354.9072 354.6995
127.0 0.0 25.0 354.9072 354.7986
127.0 0.0 25.0 354.9072 354.8978
127.0 0.0 25.0 354.9072 354.9970
127.0 0.0 25.0 354.9072 355.0962
127.0 0.0 25.0 354.9072 355.1954
127.0 0.0 25.0 354.9072 355.2946
127.0 0.0 25.0 354.9072 355.3937
127.0 0.0 25.0 354.9072 355.4929
127.0 0.0 25.0 354.9072 355.5921
127.0 0.0 25.0 354.9072 355.6913
127.0 0.0 25.0 354.9072 355.7905
127.0 0.0 25.0 354.9072 355.8896
127.0 0.0 25.0 354.9072 361.8171
127.0 0.0 25.0 354.9072 361.9146
127.0 0.0 25.0 354.9072 362.0121
127.0 0.0 25.0 354.9072 362.1096
127.0 0.0 25.0 354.9072 362.2070
127.0 0.0 25.0 354.9072 362.3045
127.0 0.0 25.0 354.9072 362.4020
127.0 0.0 25.0 354.9072 362.4995
127.0 0.0 25.0 354.9072 362.5969
127.0 0.0 25.0 354.9072 362.6944
127.0 0.0 25.0 354.9072 362.7919
127.0 0.0 25.0 354.9072 362.8894
127.0 0.0 25.0 354.9072 362.9868
127.0 0.0 25.0 354.9072 363.0843
127.0 0.0 25.0 354.9072 363.1818
127.0 0.0 25.0 354.9072 363.2793
127.0 0.0 25.0 354.9072 363.3768
127.0 0.0 25.0 354.9072 363.4742
127.0 0.0 25.0 354.9072 363.5717
127.0 0.0 25.0 354.9072 363.6692
127.0 0.0 25.0 354.9072 363.7667
127.0 0.0 25.0 354.9072 363.8641
127.0 0.0 25.0 354.9072 363.9616
127.0 0.0 25.0 354.9072 364.0591
127.0 0.0 25.0 354.9072 364.1566
127.0 0.0 25.0 354.9072 364.2540
127.0 0.0 25.0 354.9072 364.3515
127.0 0.0 25.0 354.9072 364.4490
127.0 0.0 25.0 354.9072 364.5465
127.0 0.0 25.0 354.9072 364.6439
127.0 0.0 25.0 354.9072 364.7414
127.0 0.0 25.0 354.9072 364.8389
127.0 0.0 25.0 354.9072 364.9364
127.0 0.0 25.0 354.9072 365.0339
127.0 0.0 25.0 356.9443 313.2429
127.0 0.0 25.0 356.9443 313.3394
127.0 0.0 25.0 356.9443 313.4358
127.0 0.0 25.0 356.9443 317.7149
127.0 0.0 25.0 356.9443 317.8046
127.0 0.0 25.0 356.9443 317.8943
127.0 0.0 25.0 356.9443 317.9840
127.0 0.0 25.0 356.9443 318.0737
127.0 0.0 25.0 356.9443 318.1634
127.0 0.0 25.0 356.9443 318.2531
127.0 0.0 25.0 356.9443 318.3428
127.0 0.0 25.0 356.9443 322.9583
127.0 0.0 25.0 356.9443 323.0525
127.0 0.0 25.0 356.9443 323.1468
127.0 0.0 25.0 356.9443 323.2410
127.0 0.0 25.0 356.9443 323.3353
127.0 0.0 25.0 356.9443 323.4295
127.0 0.0 25.0 356.9443 323.5238
127.0 0.0 25.0 356.9443 323.6180
127.0 0.0 25.0 356.9443 323.7123
127.0 0.0 25.0 356.9443 323.8065
127.0 0.0 25.0 356.9443 323.9008
127.0 0.0 25.0 356.9443 323.9950
127.0 0.0 25.0 356.9443 324.0893
127.0 0.0 25.0 356.9443 329.0621
127.0 0.0 25.0 356.9443 329.1574
127.0 0.0 25.0 356.9443 329.2526
127.0 0.0 25.0 356.9443 329.3478
127.0 0.0 25.0 356.9443 329.4431
127.0 0.0 25.0 356.9443 329.5383
127.0 0.0 25.0 356.9443 329.6336
127.0 0.0 25.0 356.9443 329.7288
127.0 0.0 25.0 356.9443 329.8241
127.0 0.0 25.0 356.9443 329.9193
127.0 0.0 25.0 356.9443 330.0146
127.0 0.0 25.0 356.9443 330.1098
127.0 0.0 25.0 356.9443 330.2050
127.0 0.0 25.0 356.9443 330.3003
127.0 0.0 25.0 356.9443 330.3955
127.0 0.0 25.0 356.9443 330.4908
127.0 0.0 25.0 356.9443 330.5860
127.0 0.0 25.0 356.9443 330.6813
127.0 0.0 25.0 356.9443 330.7765
127.0 0.0 25.0 356.9443 336.0947
127.0 0.0 25.0 356.9443 336.1913
127.0 0.0 25.0 356.9443 336.2878
127.0 0.0 25.0 356.9443 336.3844
127.0 0.0 25.0 356.9443 336.4809
127.0 0.0 25.0 356.9443 336.5775
127.0 0.0 25.0 356.9443 336.6741
127.0 0.0 25.0 356.9443 336.7706
127.0 0.0 25.0 356.9443 336.8672
127.0 0.0 25.0 356.9443 336.9637
127.0 0.0 25.0 356.9443 337.0603
127.0 0.0 25.0 356.9443 337.1568
127.0 0.0 25.0 356.9443 337.2534
127.0 0.0 25.0 356.9443 337.3500
127.0 0.0 25.0 356.9443 337.4465
127.0 0.0 25.0 356.9443 337.5431
127.0 0.0 25.0 356.9443 337.6396
127.0 0.0 25.0 356.9443 337.7362
127.0 0.0 25.0 356.9443 337.8327
127.0 0.0 25.0 356.9443 337.9293
127.0 0.0 25.0 356.9443 338.0259
127.0 0.0 25.0 356.9443 338.1224
127.0 0.0 25.0 356.9443 338.2190
127.0 0.0 25.0 356.9443 338.3155
127.0 0.0 25.0 356.9443 338.4121
127.0 0.0 25.0 356.9443 344.0334
127.0 0.0 25.0 356.9443 344.1314
127.0 0.0 25.0 356.9443 344.2295
127.0 0.0 25.0 356.9443 344.3276
127.0 0.0 25.0 356.9443 344.4256
127.0 0.0 25.0 356.9443 344.5237
127.0 0.0 25.0 356.9443 344.6218
127.0 0.0 25.0 356.9443 344.7198
127.0 0.0 25.0 356.9443 344.8179
127.0 0.0 25.0 356.9443 344.9160
127.0 0.0 25.0 356.9443 345.0140
